Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Peach,3189,Pink,Piranha Plant,,Donkey Kong,4612,4,Battlefield,Omega,75m,,,,,,,,,
,,,,,Peach,,,,,,4613,3,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Ryu,3190,Radiant Dawn,Ike,Gray,Lucario,4614,1,Battlefield,Battlefield,Gerudo Valley,,,,,,,,,
,,,,,Ryu,,,,,,4615,4,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Ryu,3191,Green,Jigglypuff,Cyan,Villager,4616,3,Battlefield,Battlefield,Suzaku Castle,,,,,,,,,
,,,,,Ryu,3192,Black,Pikachu,Libre,Pikachu,4617,3,Battlefield,Battlefield,Peach's Castle,,,,,,,,,
,,,,,Ryu,3193,Blue,Captain Falcon,,Zero Suit Samus,4618,3,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Ganondorf,,,,,,4619,2,Battlefield,Battlefield,Prism Tower,,,,,,,,,
,,,,,Ganondorf,3194,,Joker,Black,Donkey Kong,4620,2,Battlefield,Battlefield,Town and City,,,,,,,,,
,,,,,Ganondorf,,,,,,4621,2,Battlefield,Battlefield,Kongo Jungle 64,,,,,,,,,
,,,,,Ganondorf,3195,USA,Mario,Purple,Lucario,4622,4,Battlefield,Battlefield,Great Bay,,,,,,,,,
2019-07-20,Ann Arbor,OT,RCS,,King Dedede,3196,Teal,King K. Rool,Yellow,Sheik,4623,3,Battlefield,Battlefield,Living Room,Good,,,,,,,,
,,,,,King Dedede,,,,,,4624,4,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,King Dedede,3197,Navy,Link,Teal,King K. Rool,4625,2,Battlefield,Battlefield,Gaur Plain,Chop,,,,,,,,
,,,,,King Dedede,3198,Black,Snake,Blue,Incineroar,4626,4,Battlefield,Omega,Boxing Ring,,,,,,,,,
,,,,,King Dedede,,,,,,4627,3,Battlefield,Omega,Castle Siege,,,,,,,,,
,,,,,King Dedede,3199,Pink,Inkling,Black,Cloud,4628,4,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,King Dedede,3200,RibGirl/Woolly,Mii Brawler,Aqua,Inkling,4629,2,Battlefield,Battlefield,Kongo Jungle 64,,,,,,,,,
,,,,,King Dedede,3201,White,Samus,White,Zero Suit Samus,4630,3,Battlefield,Battlefield,Gerudo Valley,Good,,,,,,,,
,,,,,King Dedede,,,,,,4631,1,Battlefield,Battlefield,Tomodachi Life,,,,,,,,,
,,,,,King Dedede,,,,,,4632,3,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Falco,3202,Gold,Captain Falcon,Black,Donkey Kong,4633,+2 to -2,Battlefield,Battlefield,Lylat Cruise,Time,,,,,,,,
,,,,,Falco,3203,Bear/Suit,Mii Brawler,T-Shirt,Mii Brawler,4634,2,Battlefield,Regular,Windy Hill Zone,4m3s,,,,,,,,
,,,,,Falco,3204,,Wolf,Red,Falco,4635,3,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Falco,3205,Green,Donkey Kong,Black,Cloud,4636,4,Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Falco,3206,Purple,King Dedede,Blue,King Dedede,4637,4,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Falco,,,,,,4638,3,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Falco,3207,,Pokemon Trainer,Gold,Ike,4639,3,Battlefield,Battlefield,Windy Hill Zone,,,,,,,,,
,,,,,Falco,3208,Red,Marth,,Jigglypuff,4640,1,Battlefield,Battlefield,Green Greens,Good,,,,,,,,
,,,,,Falco,,,,,,4641,4,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Falco,,,,,,4642,4,Battlefield,Battlefield,Find Mii,,,,,,,,,
,,,,,Falco,3209,,Mii Swordfighter,Black,Wolf,4643,-2,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Falco,3210,,Bowser,White,Ganondorf,4644,3 to 1 at time,Battlefield,Regular,Peach's Castle,3m3s,,,,,,,,
,,,,,Falco,,,,,,4645,1,Battlefield,Battlefield,Dracula's Castle,,,,,,,,,
,,,,,Falco,3211,Pink,R.O.B.,Pink,Wolf,4646,2,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Falco,3212,Green,Little Mac,Game Boy,King Dedede,4647,5,Battlefield,Battlefield,Rainbow Cruise,,,,,,,,,
,,,,,Falco,3213,Blue Shorts,Zero Suit Samus,Orange,Fox,4648,4,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Falco,3214,White Glasses,Joker,White,Richter,4649,4,Battlefield,Battlefield,New Donk City Hall,,,,,,,,,
2019-07-21,Ann Arbor,OT,RCS,,Ike,3215,Wild/Biker,Mii Brawler,Purple,Lucina,4650,5,Battlefield,Omega,Kalos Pokemon League,,,,,,,,,
,,,,,Ike,,,,,,4651,5,Battlefield,Omega,Smashville,,,,,,,,,
,,,,,Ike,3216,Black,Donkey Kong,Wedding,Mario,4652,1,Battlefield,Omega,Unova Pokemon League,SM,,,,,,,,
,,,,,Ike,,,,,,4653,4,Battlefield,Battlefield,Norfair,,,,,,,,,
,,,,,Ike,3217,,Dark Pit,,Young Link,4654,4,Battlefield,Omega,Wuhu Island,,,,,,,,,
,,,,,Ike,3218,Gold,Captain Falcon,Blue,Piranha Plant,4655,3,Battlefield,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Ike,,,,,,4656,3,Battlefield,Omega,Brinstar Depths,,,,,,,,,
,,,,,Ike,3219,,Pikachu,Purple,Cloud,4657,4,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Ike,,,,,,4658,3,Battlefield,Battlefield,Golden Plains,,,,,,,,,
,,,,,Ike,,,,,,4659,4,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Jigglypuff,3220,,Bowser Jr.,,Bowser,4660,1 out of 4,Battlefield,Omega,Yoshi's Story,,,,,,,,,
,,,,,Jigglypuff,,,,,,4661,2 out of 4,Battlefield,Omega,Tomodachi Life,,,,,,,,,
,,,,,Jigglypuff,3221,,Incineroar,Purple,Incineroar,4662,6,Battlefield,Battlefield,Wario Ware Inc.,,,,,,,,,
,,,,,Jigglypuff,3222,,Ganondorf,White,Ridley,4663,3,Battlefield,Omega,Hanenbow,SM,I,,,,,,,
,,,,,Jigglypuff,3223,Green,Ganondorf,Blue,Ganondorf,4664,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Jigglypuff,3224,Purple,Toon Link,Black,Marth,4665,5,Battlefield,Battlefield,Fountain of Dreams,Chop,,,,,,,,
,,,,,Jigglypuff,3225,,King K. Rool,White,Ness,4666,5,Battlefield,Battlefield,Hyrule Castle,,,,,,,,,
,,,,,Jigglypuff,3226,Red,Young Link,,Inkling,4667,2,Battlefield,Battlefield,Midgar,Chop,,,,,,,,
,,,,,Jigglypuff,3227,Gold,Dark Samus,,Ganondorf,4668,3,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Jigglypuff,,,,,,4669,3,Battlefield,Battlefield,Spear Pillar,,,,,,,,,
,,,,,Dr. Mario,3228,Pink,Donkey Kong,Teal,Toon Link,4670,3,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,Dr. Mario,,,,,,4671,4,Battlefield,Battlefield,Midgar,,,,,,,,,
,,,,,Dr. Mario,3229,Gold,Captain Falcon,Craft,Yoshi,4672,4,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Dr. Mario,3230,White,Ganondorf,Black,Greninja,4673,5,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Dr. Mario,3231,Red,Bowser,Blue,Wario,4674,3,Battlefield,Omega,Yoshi's Story,,,,,,,,,
,,,,,Dr. Mario,3232,Yellow,Ness,Purple,Ness,4675,4,Battlefield,Omega,Onett,,,,,,,,,
,,,,,Dr. Mario,3233,Purple,Lucas,,Cloud,4676,6,Battlefield,Battlefield,Yoshi's Island 64,,,,,,,,,
,,,,,Richter,3234,,Donkey Kong,Gray,Incineroar,4677,2 out of 4,Battlefield,Omega,Mushroom Kingdom 2,,,,,,,,,
,,,,,Richter,,,,,,4678,1 out of 4,Battlefield,Omega,Arena Ferox,,,,,,,,,
,,,,,Richter,,,,,,4679,-2 out of 4,Battlefield,Omega,Mushroomy Kingdom,,,,,,,,,
,,,,,Richter,,,,,,4680,-1,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Richter,3235,,Sonic,USA,Mario,4681,3,Battlefield,Omega,Kongo Jungle 64,,,,,,,,,
,,,,,Rosalina & Luma,3236,Dark,Meta Knight,,Pikachu,4682,+2 to -2,Battlefield,Omega,Final Destination,Time,SM,DD,,,,,,
,,,,,Rosalina & Luma,3237,White,Ganondorf,Wedding,Mario,4683,4,Battlefield,Omega,Balloon Fight,,,,,,,,,
,,,,,Rosalina & Luma,3238,White,Ganondorf,Black,Ike,4684,5,Battlefield,No Hazards,Skyloft,,,,,,,,,
,,,,,Rosalina & Luma,3239,Black,Pokemon Trainer,Red,Isabelle,4685,5,Battlefield,Battlefield,Distant Planet,,,,,,,,,
,,,,,Rosalina & Luma,3240,Red,Mr. Game & Watch,Red,Ridley,4686,3,Battlefield,Battlefield,Find Mii,Good,,,,,,,,
,,,,,Rosalina & Luma,,,,,,4687,2,Battlefield,Battlefield,Fountain of Dreams,,,,,,,,,
,,,,,Rosalina & Luma,,,,,,4688,-1,Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Rosalina & Luma,,,,,,4689,3,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Snake,3241,Brown,Wolf,White,Pokemon Trainer,4690,-3,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Snake,3242,Saturn,Ness,Blue/White,Lucas,4691,-1 to +1,Battlefield,Battlefield,Castle Siege,Time,SM,SB,AT,PB,I,,,
,,,,,Snake,3243,Red,Bowser,Purple,Roy,4692,4,Battlefield,Battlefield,Distant Planet,,,,,,,,,
,,,,,Snake,3244,Purple,Dark Samus,Blue,Pokemon Trainer,4693,2,Battlefield,Battlefield,Great Bay,,,,,,,,,
,,,,,Snake,3245,Green/Brown,Link,T-Shirt,Mii Brawler,4694,-1,Battlefield,Battlefield,Moray Towers,,,,,,,,,
,,,,,Snake,3246,White,Ridley,White,Donkey Kong,4695,5,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,Snake,3247,,Donkey Kong,,Roy,4696,5,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Snake,,,,,,4697,1,Battlefield,Battlefield,Spirit Train,,,,,,,,,
,,,,,Snake,,,,,,4698,4,Battlefield,Battlefield,Yoshi's Island B,,,,,,,,,
,,,,,Ganondorf,3248,Yellow,Ness,White,Ness,4699,5,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Ganondorf,3249,Green,Donkey Kong,Pink,Donkey Kong,4700,3,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Ganondorf,3250,,King K. Rool,,Ness,4701,2,Battlefield,Battlefield,Unova Pokemon League,,,,,,,,,
,,,,,Ganondorf,3251,Red,Cloud,Black,Snake,4702,2,Battlefield,Battlefield,Moray Towers,Good,,,,,,,,
,,,,,Ganondorf,,,,,,4703,2,Battlefield,Battlefield,Mute City,,,,,,,,,
,,,,,Ganondorf,,,,,,4704,2,Battlefield,Omega,Reset Bomb Forest,,,,,,,,,
2019-07-24,Ann Arbor,OT,RCS,,Cloud,3252,,Corrin,,Chrom,4705,3,Battlefield,Battlefield,Mute City,,,,,,,,,
,,,,,Cloud,,,,,,4706,4,Battlefield,Battlefield,75m,,,,,,,,,
,,,,,Cloud,3253,Green,Inkling,Navy,Inkling,4707,5,Battlefield,Omega,Wii Fit Studio,,,,,,,,,
,,,,,Cloud,3254,Purple,Ganondorf,Gray,Incineroar,4708,4,Battlefield,No Hazards?,Big Battlefield,3m3s,,,,,,,,Finished match with 31 seconds left
,,,,,Cloud,3255,,Incineroar,Brown,Mewtwo,4709,3,Battlefield,Battlefield,The Great Cave Offensive,,,,,,,,,
,,,,,Wolf,3256,Black,Snake,Pink,King Dedede,4710,6,Battlefield,Battlefield,Kalos Pokemon League,,,,,,,,,
,,,,,Wolf,3257,Gray,Bowser,Brown,Bowser,4711,5,Battlefield,Omega,Gerudo Valley,,,,,,,,,
,,,,,Wolf,,,,,,4712,2,Battlefield,Omega,Gaur Plain,,,,,,,,,
,,,,,Wolf,3258,White,Piranha Plant,Aqua,Falco,4713,3,Battlefield,Battlefield,Kalos Pokemon League,Good,,,,,,,,
,,,,,Wolf,,,,,,4714,1,Battlefield,Battlefield,Norfair,,,,,,,,,
,,,,,Wolf,3259,Blue,Cloud,Blue,Ike,4715,5,Battlefield,Battlefield,Mario Galaxy,,,,,,,,,
,,,,,Wolf,,,,,,4716,5,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Wolf,3260,Pink,Little Mac,Sans/T-Shirt,Mii Brawler,4717,6,Battlefield,Battlefield,Gerudo Valley,,,,,,,,,
,,,,,Wolf,3261,,Joker,Blue,Zelda,4718,3,Battlefield,Battlefield,Balloon Fight,,,,,,,,,
,,,,,Wolf,3262,Fuchsia,Greninja,,Wario,4719,-2,Battlefield,Battlefield,Brinstar,,,,,,,,,
,,,,,Kirby,3263,Yellow,Robin,Gold,King K. Rool,4720,5,Battlefield,Battlefield,Mario Bros.,,,,,,,,,
,,,,,Kirby,3264,Pink,R.O.B.,Brown,Palutena,4721,3,Battlefield,Omega,Peach's Castle,Chop,,,,,,,,
,,,,,Kirby,3265,,Bowser,Brown,Ganondorf,4722,1,Battlefield,Omega,Final Destination,Good,,,,,,,,
,,,,,Kirby,3266,,Bowser,Wendy,Bowser Jr.,4723,5,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,Kirby,3267,White,Donkey Kong,White,Samus,4724,4,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Kirby,3268,,Samus,,Little Mac,4725,6,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Kirby,3269,Dark,Link,Dark,Young Link,4726,3,Battlefield,Regular,Umbra Clock Tower,SM,,,,,,,,
2019-07-25,Lake Ogemaw,JP4,RCS,,Bowser,3270,Gray,Ganondorf,Gray,Bowser,4727,2 out of 4,Omega,Omega,Shadow Moses Island,,,,,,,,,
,,,,,Bowser,3271,Purple,Ness,Green,Bowser,4728,4 out of 4,Omega,Omega,Brinstar Depths,,,,,,,,,
,,,,,Bowser,3272,Gold,Ike,Radiant Dawn,Ike,4729,2,Omega,Omega,Distant Planet,,,,,,,,,
,,,,,Bowser,3273,White,Ness,,Fox,4730,4,Omega,Omega,Venom,,,,,,,,,
,,,,,Bowser,3274,Gray,Bowser,,Pit,4731,3,Omega,Omega,Yoshi's Story,,,,,,,,,
,,,,,Bowser,3275,,Chrom,Red,R.O.B.,4732,1,Omega,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Bowser,,,,,,4733,4,Omega,Omega,Venom,,,,,,,,,
,,,,,Pokemon Trainer,3276,Red,Link,Beagle,Duck Hunt,4734,1 to 2 at time,Omega,Battlefield,Pac-Land,3m3s,,,,,,,,
,,,,,Pokemon Trainer,3277,White,Meta Knight,Gray,Lucas,4735,-1,Omega,No Hazards,Peach's Castle,,,,,,,,,
,,,,,Pokemon Trainer,3278,White,Joker,,Captain Falcon,4736,3,Omega,Battlefield,Pictochat,,,,,,,,,
,,,,,Pokemon Trainer,3279,Yellow,Ness,Belch,Ness,4737,-2,Omega,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Pokemon Trainer,3280,,Yoshi,,Simon,4738,5,Omega,Omega,Mushroom Kingdom 2,,,,,,,,,
,,,,,Marth,3281,,Samus,,Chrom,4739,-2,Omega,Omega,Midgar,,,,,,,,,
,,,,,Marth,3282,Lemmy,Bowser Jr.,Pink,Donkey Kong,4740,-1,Omega,Battlefield,Final Destination,,,,,,,,,
,,,,,Marth,3283,,Bowser,Pink,Captain Falcon,4741,2,Omega,No Hazards,Onett,SM,,,,,,,,
,,,,,Marth,3284,Green,Kirby,,Meta Knight,4742,4,Omega,Omega,Kongo Jungle M,,,,,,,,,
,,,,,Marth,3285,Purple,Yoshi,Pink,Wolf,4743,5,Omega,Omega,New Pork City,Chop,,,,,,,,
,,,,,Marth,3286,Green,King Dedede,Purple,King Dedede,4744,-2,Omega,Omega,Battlefield,,,,,,,,,
,,,,,Marth,3287,Green,Samus,,Lucina,4745,3,Omega,Regular,Magicant,,,,,,,,,
2019-07-26,Lake Ogemaw,JP4,RCS,,Pit,3288,Blue,Bayonetta,Radiant Dawn,Ike,4746,4,Omega,Omega,Saffron City,,,,,,,,,
,,,,,Pit,3289,Red,Toon Link,Red,Joker,4747,3,Omega,Omega,Great Plateau Tower,,,,,,,,,
,,,,,Pit,3290,,King Dedede,Green,King Dedede,4748,1,Omega,Omega,Hanenbow,,,,,,,,,
,,,,,Pit,3291,Red,Link,Aqua,Mega Man,4749,4,Omega,Omega,Super Mario Maker,,,,,,,,,
,,,,,Pit,,,,,,4750,3,Omega,Omega,Fourside,,,,,,,,,
,,,,,Pit,,,,,,4751,5,Omega,Omega,Brinstar,,,,,,,,,
,,,,,Pit,3292,Gold,King K. Rool,Yellow F,Wii Fit Trainer,4752,2,Omega,Omega,Wii Fit Studio,SB,,,,,,,,
,,,,,Pit,3293,,Ridley,Orange,King K. Rool,4753,3,Omega,Omega,Moray Towers,,,,,,,,,
,,,,,Pit,3294,Radiant Dawn,Ike,,Luigi,4754,1 out of 4,Omega,Omega,Hyrule Castle,,,,,,,,,
,,,,,Pit,,,,,,4755,3,Omega,Omega,Wuhu Island,,,,,,,,,
,,,,,Pit,3295,Dark,Kirby,Dark,Mewtwo,4756,3,Omega,Omega,Yoshi's Island M,,,,,,,,,
,,,,,Dr. Mario,3296,Party,Pikachu,Libre,Pikachu,4757,4,Omega,Omega,Wily Castle,,,,,,,,,
,,,,,Dr. Mario,3297,Gray,Bowser,,Ike,4758,3,Omega,Omega,Mario Bros.,,,,,,,,,
,,,,,Dr. Mario,3298,Olive,Chrom,Brown,Ganondorf,4759,-3,Omega,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Dr. Mario,3299,,Lucas,,Ness,4760,-3,Omega,Omega,New Pork City,SM,,,,,,,,
2019-07-27,Lake Ogemaw,JP4,RCS,,Donkey Kong,3300,Pink,Donkey Kong,Purple,Incineroar,4761,2,Omega,Omega,Hyrule Castle,,,,,,,,,
,,,,,Donkey Kong,3301,,Fox,Gray,King K. Rool,4762,3,Omega,Omega,Distant Planet,,,,,,,,,
,,,,,Donkey Kong,3302,White,Chrom,Red,Greninja,4763,6,Omega,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Donkey Kong,,,,,,4764,2,Omega,Omega,Bridge of Eldin,,,,,,,,,
,,,,,Little Mac,3303,,Donkey Kong,Black,Samus,4765,2,Omega,Omega,Pokemon Stadium 2,,,,,,,,,
,,,,,Little Mac,3304,Purple,Cloud,Red,Dr. Mario,4766,2,Omega,Omega,Pirate Ship,,,,,,,,,
,,,,,Little Mac,3305,Gold,King K. Rool,Blue/White,Lucas,4767,-2,Omega,Omega,Tortimer Island,,,,,,,,,
,,,,,Little Mac,3306,,Marth,,Diddy Kong,4768,5,Omega,Omega,75m,,,,,,,,,
,,,,,Little Mac,3307,Black,Samus,Green,Mr. Game & Watch,4769,-2,Omega,Omega,Jungle Japes,,,,,,,,,
,,,,,Little Mac,,,,,,4770,-1,Omega,Omega,Great Bay,,,,,,,,,
,,,,,Little Mac,3308,,Pikachu,,Kirby,4771,-2,Omega,Omega,Balloon Fight,,,,,,,,,
,,,,,Little Mac,,,,,,4772,-1,Omega,Omega,Duck Hunt,,,,,,,,,
2019-07-28,Ann Arbor,OT,TB,,,3309,Black,Donkey Kong,White,Donkey Kong,4773,3,Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,,3310,Black,Cloud,,Kirby,4774,4,Battlefield,Battlefield,Duck Hunt,,,,,,,,,
,,,,,,3311,White,Mr. Game & Watch,Morton,Bowser Jr.,4775,1,Battlefield,Battlefield,Saffron City,,,,,,,,,
,,,,,,3312,,Pikachu,Craft,Yoshi,4776,3,Battlefield,Omega,Mementos,,,,,,,,,
,,,,,,3313,Black,Corrin,Pink,Yoshi,4777,2,Battlefield,Omega,Yoshi's Island 64,,,,,,,,,
,,,,,,3314,Gray,Lucas,Dark,Mewtwo,4778,3 out of 4,Battlefield,No Hazards,Mushroom Kingdom 2,Chop,,,,,,,,
,,,,,,3315,,Ganondorf,,Ridley,4779,2,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,,,,,,,4780,2,Battlefield,Omega,Mario Circuit U,,,,,,,,,
,,,,,,,,,,,4781,2,Battlefield,Omega,Corneria,,,,,,,,,
,,,,,,3316,Gold,Captain Falcon,Pink,Captain Falcon,4782,2,Battlefield,Battlefield,Windy Hill Zone,Good,,,,,,,,
,,,,,,,,,,,4783,-3,Battlefield,Battlefield,Spear Pillar,,,,,,,,,
,,,,,,,,,,,4784,-2,Battlefield,Omega,Spirit Train,,,,,,,,,
,,,,,,3317,Blue,Young Link,Purple,Ganondorf,4785,2,Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,,3318,Black,Chrom,,Incineroar,4786,-3,Battlefield,Omega,Great Plateau Tower,Good,,,,,,,,
,,,,,,,,,,,4787,3,Battlefield,Battlefield,Saffron City,,,,,,,,,
,,,,,,,,,,,4788,2,Battlefield,Battlefield,Summit,,,,,,,,,
,,,,,,3319,Blue,Shulk,,Shulk,4789,-3,Battlefield,Battlefield,Reset Bomb Forest,Chop,SM,PB,,,,,,
,,,,,,3320,Green,Piranha Plant,Red,Robin,4790,2 out of 4,Battlefield,Battlefield,Arena Ferox,,,,,,,,,
,,,,,,3321,,Mr. Game & Watch,Red,Palutena,4791,2,Battlefield,Battlefield,Halberd,,,,,,,,,
,,,,,,3322,White,Samus,Gold,Dark Samus,4792,2,Battlefield,Battlefield,3D Land,,,,,,,,,
,,,,,,,,,,,4793,3,Battlefield,Omega,Summit,,,,,,,,,
,,,,,,3323,,Mr. Game & Watch,Black,Samus,4794,3,Battlefield,Battlefield,Tomodachi Life,,,,,,,,,
,,,,,,,,,,,4795,4,Battlefield,Battlefield,Summit,,,,,,,,,
,,,,,,3324,Black,Snake,Black Glasses,Joker,4796,3,Battlefield,Omega,Yoshi's Island M,Good,,,,,,,,
,,,,,,,,,,,4797,-2,Battlefield,Battlefield,Norfair,,,,,,,,,
,,,,,,3325,Dark,Kirby,Green,Kirby,4798,2,Battlefield,Omega,Castle Siege,,,,,,,,,
,,OT,RCS,,Daisy,3326,Black,Samus,,Ganondorf,4799,4,Battlefield,Battlefield,Wrecking Crew,Chop,,,,,,,,
,,,,,Daisy,3327,Gray,Captain Falcon,Yellow,Ness,4800,4,Battlefield,Battlefield,Mario Circuit U,,,,,,,,,
,,,,,Daisy,3328,,Ness,Pink,Roy,4801,6,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Daisy,3329,Builder,Mario,,Richter,4802,6,Battlefield,Battlefield,Green Hill Zone,,,,,,,,,
,,,,,Daisy,3330,Blue,Little Mac,Teal,Lucario,4803,3,Battlefield,Omega,Kalos Pokemon League,,,,,,,,,
,,,,,Daisy,,,,,,4804,6,Battlefield,Battlefield,New Pork City,,,,,,,,,
,,,,,Daisy,3331,Aqua,Lucario,Pink,Donkey Kong,4805,2,Battlefield,Battlefield,Castle Siege,Good,,,,,,,,
,,,,,Daisy,3332,Purple,Ganondorf,,Donkey Kong,4806,2 out of 2,Battlefield,Regular,Tomodachi Life,,,,,,,,,
,,,,,Snake,3333,Pink,Wolf,White,Ken,4807,4,Battlefield,Omega,Paper Mario,,,,,,,,,
,,,,,Snake,3334,Pink,Donkey Kong,Pink,Captain Falcon,4808,4,Battlefield,Battlefield,Moray Towers,,,,,,,,,
,,TB,RCS,,Snake,3335,,Dark Samus,,Little Mac,4809,-2,Battlefield,Battlefield,New Pork City,,,,,,,,,
,,,,,Snake,,,,,,4810,-3,Battlefield,Battlefield,Pokemon Stadium 2,,,,,,,,,
,,,,,Snake,,,,,,4811,-4,Battlefield,Battlefield,Summit,,,,,,,,,
,,,,,Snake,,,,,,4812,-5,Battlefield,Battlefield,Shadow Moses Island,,,,,,,,,
,,,,,King Dedede,3336,Aqua,Lucario,Pink,King Dedede,4813,-2,Battlefield,Omega,Brinstar,Good,,,,,,,,
,,,,,King Dedede,,,,,,4814,-2,Battlefield,Omega,Luigi's Mansion,,,,,,,,,
,,,,,King Dedede,,,,,,4815,-1,Battlefield,Omega,Halberd,,,,,,,,,
,,,,,King Dedede,,,,,,4816,1,Battlefield,Battlefield,Arena Ferox,,,,,,,,,
,,OT,RCS,,Link,3337,Red,Lucas,Blue,Mario,4817,4,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Link,3338,,King K. Rool,,Ganondorf,4818,2,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,Link,,,,,,4819,-2,Battlefield,Omega,Port Town Aero Dive,,,,,,,,,
,,,,,Link,3339,Aqua,Lucario,Pink,King Dedede,4820,2,Battlefield,Battlefield,Town and City,,,,,,,,,
,,,,,Captain Falcon,3340,Purple,Inkling,White,Samus,4821,2,Battlefield,Omega,Boxing Ring,Chop,,,,,,,,
,,,,,Captain Falcon,3341,Blue,Ike,Red,Pichu,4822,4,Battlefield,Battlefield,Midgar,,,,,,,,,
,,,,,Captain Falcon,3342,Famicom,R.O.B.,Yellow F,Wii Fit Trainer,4823,3,Battlefield,Battlefield,Yoshi's Island B,,,,,,,,,
,,,,,Captain Falcon,3343,Teal,Captain Falcon,White,Zero Suit Samus,4824,2,Battlefield,Battlefield,Gaur Plain,,,,,,,,,
,,,,,Captain Falcon,,,,,,4825,4,Battlefield,Battlefield,Norfair,,,,,,,,,
,,,,,Captain Falcon,3344,Gray,Dark Samus,USA,Mario,4826,4,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Captain Falcon,3345,Green M,Wii Fit Trainer,Blue,Palutena,4827,2 out of 4,Battlefield,Omega,Living Room,,,,,,,,,
,,,,,Captain Falcon,,,,,,4828,1 out of 4,Battlefield,Omega,New Donk City Hall,,,,,,,,,
,,,,,Ridley,,,,,,4829,2 out of 4,Battlefield,Omega,Pokemon Stadium 2,,,,,,,,,
,,,,,Ridley,,,,,,4830,1,Battlefield,Battlefield,Corneria,,,,,,,,,
,,,,,Ridley,,,,,,4831,-1 out of 4,Battlefield,Omega,Golden Plains,,,,,,,,,
,,,,,Ridley,,,,,,4832,3,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Ridley,,,,,,4833,2 out of 4,Battlefield,Omega,Umbra Clock Tower,,,,,,,,,
,,,,,Ridley,3346,White,Ness,Green,Pikachu,4834,+2 to -4,Battlefield,No Hazards,Mushroom Kingdom 2,Time,,,,,,,,
,,,,,Ridley,3347,Pink,Palutena,Pink,Young Link,4835,2,Battlefield,Battlefield,Mushroom Kingdom 2,,,,,,,,,
,,,,,Ridley,,,,,,4836,4,Battlefield,Battlefield,Distant Planet,,,,,,,,,
,,,,,Donkey Kong,3348,Finn,Mii Swordfighter,Jake,Mii Gunner,4837,3,Battlefield,Battlefield,Mario Bros.,,,,,,,,,
